"citationId:ID","presentationNumber","sessionType","title","authorCount:int","startPage:int","backgroundSnippet","conclusionSnippet","hasFigures:boolean",":LABEL"
"jjaf231.1443","P1262","Poster","Longitudinal trends in benchmarking performance in Inflammatory Bowel Disease care amongst Australasian centres: A real-world registry study from the Crohn’s Colitis Cure Data Insights Program","7","2882","Inflammatory bowel disease (IBD) is highly prevalent in Australia and New Zealand, posing an ongoing healthcare delivery challenge. 
We assessed longitudinal trends in care quality and clinical outcomes across ten Australasian centres, aiming to measure performance, establish 
benchmarks, and evaluate the impact of implementing a clinical quality registry (CQR) on key quality indicators over time.","Over four years, improvements in remission outcomes, hospitalisation, and surgery rates, alongside increased and earlier use of advanced 
therapies, suggest a shift toward more proactive IBD care. These changes may reflect the influence of structured data capture and clinical focus 
prompted by a quality registry. Continued implementation of platforms to track and share care outcomes, such as CCCare is essential to optimise 
performance and guide improvement in IBD care.","true","Abstract"
"jjaf231.1444","P1263","Poster","Rare Crohn’s Disease phenotypes in a population-based incident cohort: 13% unclassifiable at diagnosis using Montreal/Paris!","6","2884","Rare Crohn’s disease (CD) phenotypes, such as isolated perianal, oral, or genital involvement, are not captured by the current Montreal/
Paris phenotypic classifications and are often under-recognised or misdiagnosed in clinical practice. This study aimed to describe rates, demographics 
and outcomes of children and young people presenting with these atypical forms.","In our population, one in eight children with CD presented with an isolated and unclassifiable rare phenotype by current classifications. 
Rare phenotypes were associated with prolonged time to diagnosis and delayed anti-TNFα treatment but not increased need for second-line advanced 
therapy or surgery. These findings underscore the need to refine current phenotypic classifications to include this individually uncommon but collec­
tively significant subset of cases representing relevant CD prese","false","Abstract"
"jjaf231.1445","P1264","Poster","Evolution of epidemiological stages of Crohn’s disease in Hungary – trends of age and gender specific incidence and prevalence from a population-based cohort between 1977–2018","11","2885","The evolution of inflammatory bowel disease (IBD) occurs across four epidemiological stages: emergence, acceleration in incidence, 
compounding prevalence and prevalence equilibrium; as put forward by Kaplan. et al. (Nat Rev Gastroenterol Hepatol. 2021). Newly industrialized 
countries are in the acceleration in incidence stage, while the western world is in the compounding prevalence stage: stable incidence and rapidly 
increasing prevalence.
The Veszprém IBD cohort is one of the very few well-","Incidence rates of CD rose steadily until the 2010s and may start a plateau phase thereafter. Prevalence rates of CD show a steady increase 
over the study period, thus Hungary is probably entering the 3rd epidemiological phase of compounding prevalence. Age specific prevalence rates 
peak at the age of 30-39 years and decrease in the elderly, as opposed to ulcerative colitis (UC).","true","Abstract"
"jjaf231.1446","P1265","Poster","The Burden of Inflammatory Bowel Disease in Europe: Latest Insights from the Global Burden of Disease 2023 Database","2","2887","Inflammatory bowel disease (IBD) imposes a significant global health and socio-economic burden due to the associated morbidity, 
diminished quality of life, and long-term complications. Accordingly, evaluating the temporal trends in the burden of IBD is of paramount importance 
as it enables risk stratification and directed interventions.","Over the period of 1990-2023, Europe experienced an alarming and significant increase in the incidence of IBD across all of its regions. 
In terms of disease burden, a variation between the regions was observed that warrants further evaluation to determine the precipitating factors.","false","Abstract"
"jjaf231.1447","P1266","Poster","Prevalence and Clinical Characteristics of Rheumatologic Extraintestinal Manifestations: Data from the Brazilian National IBD Registry","10","2888","Rheumatologic extraintestinal manifestations (EIMs) are the most common extraintestinal manifestations of inflammatory bowel disease 
(IBD), yet data from Latin America remain scarce. In this study, we aimed to assess the prevalence, clinical characteristics, and associated factors of 
rheumatologic EIMs in a large multicenter Brazilian IBD cohort.","In this large Brazilian IBD cohort, rheumatologic EIMs were present in approximately one-fifth of patients, predominantly manifesting 
as peripheral arthritis/arthralgia. Their presence was associated with a greater gastrointestinal symptom burden and a markedly elevated risk of 
concurrent dermatologic, ophthalmologic, and nephrologic EIMs. These findings underscore the imperative for integrated, multidisciplinary care of 
IBD patients and support the existence of an EIM-clustering phenotype in","false","Abstract"
"jjaf231.1448","P1267","Poster","Impact of international migration on the disease course of Inflammatory Bowel Disease: A retrospective case–control study","7","2891","International migration has become a major global phenomenon. Patients with inflammatory bowel disease (IBD) who migrate may 
face challenges in accessing timely and appropriate healthcare services in their new country of residence, potentially influencing disease outcomes. 
The aim of the study was to evaluate differences in disease characteristics and outcomes between migrating IBD patients and native residents.","While disease phenotype remains consistent across migrant and native populations, migrant CD patients experience a more complicated 
disease course, with increased rates of stricturing disease and surgical intervention. Migrant UC patients required more immunosuppressive treatment. 
These findings highlight the need for improved international continuity of care and harmonized timely clinical data exchange to optimize disease 
management in the growing population of migrants with IBD.","false","Abstract"
"jjaf231.1449","P1268","Poster","Impact of religion fasting on the condition of Inflammatory Bowel Disease: primary results of a multicenter multinational study","7","2892","The religion fasting is classified as a form of intermittent fasting, closely resembling time-restricted feeding protocols that typically last 
12–16 hours daily. It has recently gained significant scientific interest due to its potential health benefits, particularly its anti-inflammatory effects. 
The current study aims to evaluate relation between religion fasting and IBD condition as a multi factorial disorder.","overall religion fasting is not dangerous for IBD patients and most of IBD patients do not experience disease flare or exacerbation after 
fasting. They should encourage to consult with their physician before fasting to avoid any undesirable event or disease exacerbation during or imme­
diately after fasting.","false","Abstract"
"jjaf231.1450","P1269","Poster","Epidemiology and Clinical Features of Inflammatory Bowel Disease in Kuwait: A Multicenter (SEIF-IBD) Study","8","2894","The prevalence of inflammatory bowel disease (IBD) continues to rise globally, with notable shifts in its epidemiological patterns (1). 
Recent research has underscored a global shift in disease burden, with many regions reporting rising prevalence (2). However, data on the burden 
and characteristics of IBD in Kuwait remain limited. This study aimed to evaluate the epidemiology of IBD in the general population of Kuwait.","This study offers a comprehensive overview of the epidemiological and clinical characteristics of IBD in Kuwait, particularly emphasizing 
a higher prevalence of CD, especially penetrating disease. These findings underscore the increasing burden of IBD in Kuwait and emphasize the need 
for continued investment in early diagnosis, multidisciplinary care, and access to effective treatments.","true","Abstract"
"jjaf231.1451","P1270","Poster","Global Landscape of Patient Knowledge and Awareness in Inflammatory Bowel Disease: A Scoping Review","9","2896","Patient knowledge is central to management of inflammatory bowel disease (IBD), yet patient information and educational opportunities 
remain inconsistent globally. This scoping review aimed to map existing evidence on IBD-related knowledge and awareness in patients with IBD, 
explore regional and demographic variations, identify determinants of knowledge, and highlight research gaps to inform culturally adaptable 
interventions.","Global IBD knowledge remains inadequate and uneven across regions and domains. Updated, culturally appropriate and adaptable 
assessment tools and multidisciplinary, technology-enabled educational strategies are needed to enhance IBD literacy worldwide.","true","Abstract"
"jjaf231.1452","P1271","Poster","Demographic factors associated to mild clinical course in Mexican patients with Inflammatory Bowel Disease","2","2898","Inflammatory Bowel Disease (IBD) has an increasing incidence and prevalence globally. In México we are currently living a phase of 
accelerated incidence. It has been proposed that developed countries have better hygiene and are less exposed to microorganisms than in developing 
countries, therefore, establishing pathogenic dynamics between the gut microbiome and immune system, this has been themed the hygiene hypothesis. 
In this study we aimed to evaluate if demographic factors have an impact ","Mild clinical course is associated with birth in rural settlements and lower education. In CD patients were born in an urban settlement 
was associated with fistulizing phenotype and higher education was a risk factor to need biological therapy. These findings support that environmental 
factors might influence in the clinical course of IBD regarding hygiene hypothesis.","true","Abstract"
"jjaf231.1453","P1272","Poster","Resetting rectovaginal fistula (RVF) epidemiology using Hospital Episode Statistics (HES)","8","2900","The literature surrounding rectovaginal fistula (RVF) consists mainly of case series, rendering the true incidence of RVF across aetiologies 
opaque. This study aims to determine the true incidence of RVF within various aetiological groups across the population of RVF patients in England, 
using Hospital Episodes Statistics (HES). This is an observational study which aims to present a comprehensive overview of the population of woman 
affected with RVF in England across different aetiological gr","This study provides a detailed description outlining all the important aetiological groups of patients affected with this devastating con­
dition, with epidemiological data derived from a nationwide cohort over 17 years. The aetiological detail, incidences and demographic details are 
drawn from a very large, consecutive cohort, and provide a rich source of epidemiological data in this rare disease.","false","Abstract"
"jjaf231.1454","P1273","Poster","Patterns of Ulcerative Colitis Management in English Rural Primary Care: A Descriptive Epidemiological and Mixed-Methods Analysis","3","2901","Ulcerative Colitis (UC) is a chronic relapsing inflammatory bowel disease requiring sustained, coordinated management across primary 
and secondary care, with fragmented care linked to poorer outcomes and delays in intervention.¹⁻² Despite this, the epidemiological characteristics 
and data completeness of patients labelled with UC in general practice—particularly in rural settings—remain poorly defined. Inflammatory bowel 
disease registers are often affected by coding inconsistency and unstruc","Primary-care UC registers demonstrate substantial variation in coding accuracy, documentation of disease activity and recognition of 
postoperative states, mirroring national concerns about pathway fragmentation and inconsistent monitoring.¹–³ Strengthening structured coding, 
embedding flare-response protocols and improving the visibility of mental-health assessment could enhance safety and continuity across the 
primary–secondary care interface. Mixed-methods epidemiology offers a pragmatic ap","false","Abstract"
"jjaf231.1455","P1274","Poster","Multi-centre review of transitional care in young adults with paediatric-onset inflammatory bowel disease","12","2902","Inflammatory Bowel Disease (IBD) presenting in childhood and adolescence is often more aggressive and extensive, posing unique 
challenges on nutrition, development, and growth. Emerging evidence shows that one of the major determinants of disease burden and long-term 
outcomes in paediatric-onset IBD, is the necessity of nutritional surveillance. MDT-based structured transition programs should be integral to man­
agement of IBD in children, incorporating systematic evaluation of anthropometric ","Our findings confirm high prevalence of malnutrition (over- and underweight) and micronutrient deficiencies in young adults. The limits 
of weight-based assessments reconfirm that BMI alone does not capture nutritional compromise. Transition protocols should include IBD-specific 
screening methods. This vulnerable cohort needs multidisciplinary programs that integrate self-management education and appropriate dietetic support 
to improve long-term outcomes. Our study further highlights the need ","false","Abstract"
"jjaf231.1456","P1275","Poster","Tuberculosis screening results of Inflammatory Bowel Disease patients from a Romanian Tertiary Center","5","2903","Tuberculosis is considered to be a serious health problem, especially in Romania, which is known to have the highest burden in the 
European Union. As the biological therapy remains the main line in the management of the inflammatory bowel diseases, the screening and treatment 
of this infection are fundamental in order to provide better medical care.","The proportion of latent tuberculosis in inflammatory bowel disease patients was high, regardless age, economical environment, smoking 
status, comorbidities or other treatments, which outlines the importance of screening patients from countries with high and intermediate prevalence, 
as it can be associated even in the present day with important morbidity.","false","Abstract"
"jjaf231.1457","P1276","Poster","Early-Life Environmental Factors and the Natural History of Inflammatory Bowel Disease N. Kalakos MSc, K. Tsitsigiannis, C. Thanos, N. Georgakopoulou, D. Ntailianas, D. Piskopou, E. Georgiou, M. Triantafyllou, A. Striki, A. Mpraimakis, E. Kotzagiannidou, T. Argyropoulos, L. Theodoropoulos, G. Michalopoulos, I. Karoumpalis General Hospital of Athens “G. Gennimatas”, Gastroenterology, Athens, Greece","0","2904","Early-life environmental exposures such as breastfeeding (BF) and mode of delivery shape the gut microbiome and may influence the 
natural history of inflammatory bowel disease (IBD)1,2.","BF may confer a long-term protective effect against EIMs in UC, supporting the concept that early-life microbial and immune program­
ming influences IBD expression. Larger, prospective, multicenter studies are warranted to confirm these findings and clarify underlying mechanisms.","false","Abstract"
"jjaf231.1458","P1277","Poster","Does intersectionality of sex and social determinants modulate disease concerns and expectations in inflammatory bowel disease?","4","2905","Inflammatory bowel diseases -Crohn’s disease (CD) and ulcerative colitis (UC)- are chronic relapsing gastrointestinal conditions gener­
ating high burden for patients. Patient-reported concerns and expectations can help identify areas of unmet needs, which may differ according to 
social determinants. Using an intersectionality approach (3,4), we investigated sex and social determinants interactions to identify groups with different 
IBD-related concerns and expectations.","Identifying target groups with different levels of concerns / expectations is essential. Intersectional perspective taking into account sex 
and socioeconomic variables might help that purpose and provide clinicians tools for tailored communication and FU.","true","Abstract"
"jjaf231.1459","P1278","Poster","Characterization of the ‘Difficult to Treat’ Phenotype in Inflammatory Bowel Disease: Experience from a Mexican Cohort N.N. Parra Holguín, J.G. Lopez Gomez, M. Haro Limón, B.D. Ramírez Tebalán, D.A. García Alonso, T. Cortés Espinosa Centro Médico Nacional 20 de Noviembre ISSSTE, Gastroenterology, Mexico City, Mexico","0","2908","Inflammatory bowel disease (IBD), can progress into clinically complex forms requiring advanced therapeutic approaches. In recent 
years, the concept of “Difficult to Treat” (DTT) has emerged to describe patients with persistent inflammatory activity. This phenotype includes 
patients with failure of multiple treatment lines with different mechanisms of action, postoperative recurrence following repeated intestinal resections, 
chronic antibiotic-refractory pouchitis, complex perianal disease, o","One quarter of IBD patients met DTT criteria, with failure to multiple biologics being the most frequent finding. These patients had a 
significantly younger age at diagnosis and at the time of study. These results may reflect the fact that this research was conducted at a referral center. 
The findings highlight the importance of early identification of patients at risk of a complex disease course to optimize management.","true","Abstract"
"jjaf231.1460","P1279","Poster","Socioeconomic deprivation is associated with more severe presentations of IBD requiring earlier initiation of advanced therapy","3","2910","Socioeconomic status (SES) has been associated with multiple negative healthcare variables that may impact prognosis in IBD, including 
reduced access to healthcare and adverse lifestyle factors. In this study, we sought to evaluate the impact of SES upon disease course in a tertiary 
hospital cohort, hypothesising that socioeconomic disadvantage might lead to increased disease severity reflected by a decreased time to first advanced 
therapy (AT).","Socioeconomic deprivation as quantified by the IMD appears to increase disease severity at time of diagnosis as quantified by a decrease 
in time to first AT. Further research is required to identify and address the contributing factors behind this association and improve outcomes of this 
underserved population.","false","Abstract"
"jjaf231.1461","P1280","Poster","Analysis of the impact of the COVID-19 pandemic on the use of vedolizumab for Inflammatory Bowel Diseases in Brazil","3","2911","The COVID-19 pandemic disrupted chronic-care pathways and pharmaceutical logistics worldwide, significantly impacting access to 
biological therapies for inflammatory bowel disease (IBD) (1,2). In Brazil, vedolizumab—a selective anti-integrin agent—has progressively expanded 
its role in Crohn’s disease and ulcerative colitis. Understanding how pandemic-related disruptions affected its use is essential for guiding policy and 
ensuring equitable access. This study examined national and regional d","The steep increase after 2021 indicates recovery from pandemic backlogs and reinstatement of elective IBD care (1,2). The 2022 surge 
(RR > 1) reflects catch-up initiations delayed during COVID-19 peaks, while continued growth through 2024 suggests systemic consolidation rather 
than temporary rebound (1). The Southeast’s dominance likely mirrors its higher specialist density and referral-centre capacity. Persistent HHI and 
Gini values underscore structural inequalities in biologic access acros","true","Abstract"
"jjaf231.1462","P1281","Poster","A Landscape of Environmental Pollution and Susceptibility to Inflammatory Bowel Disease","6","2913","Inflammatory bowel disease (IBD), comprising Crohn’s disease (CD) and ulcerative colitis (UC), has shown a rising incidence worldwide, 
particularly in rapidly urbanizing regions. While genetic susceptibility contributes to disease pathogenesis, the sharp increase in IBD incidence high­
lights a predominant role of environmental factors. As one of the major environmental factors, pollution has been implicated in the pathogenesis of 
IBD through mechanisms involving immune dysregulation and disru","A broad range of pollutants were associated with increased IBD risk, with more pollutant indicators reaching significance for UC than 
for CD. Among all pollutants, Cd and Hg originating from water exhibited the greatest risk of IBD. These findings underscore the importance of 
environmental pollution monitoring, particularly waterborne heavy metals such as Cd and Hg, for guiding preventive strategies.","true","Abstract"
"jjaf231.1463","P1282","Poster","Increased risk of venous thromboembolism in paediatric-onset inflammatory bowel disease - a Scandinavian cohort study 1996-2023","11","2916","The association between inflammatory bowel disease (IBD) and venous thromboembolism (VTE) is well-studied in the adult population. 
However, in paediatric-onset IBD (PIBD;  < 18 years) data are scarce. Most studies are limited in size, as pointed out by the recently published 
ESPGHAN-ECCO guidelines for the treatment of paediatric acute severe ulcerative colitis. Several studies have indicated an increased risk of cerebral 
venous sinus thrombosis (CSVT). Assessing the risk among children and a","PIBD was associated with a substantially increased relative risk of VTE compared to the general population, although the absolute risk, 
including that for CSVT, was very low. Clinicians should carefully consider the risk of VTE in this population, in particular early on in the disease 
course, and during disease activity and hospitalisation.","true","Abstract"
"jjaf231.1465","P1284","Poster","Systematic evaluation of the modulation of environmental and genetic susceptibility to the development of inflammatory bowel disease by socioeconomic status","11","2920","While the exact aetiology of inflammatory bowel disease (IBD) remains incompletely understood, it is considered to arise from a complex 
interplay of genetic and environmental factors. However, the contributions of these factors, particularly the role of socioeconomic status (SES), have 
not been fully elucidated. This study aims to systematically quantify the associations of SES, environmental and genetic susceptibility, and systemic 
inflammation with incident IBD, and to evaluate the potentia","Low SES was associated with increased risk of IBD, while adhering to low ERS may mitigate the effects of socioeconomic inequity. These 
findings underscore the importance of integrating socioeconomic determinants and environmental strategies into IBD prevention and clinical practice.","true","Abstract"
"jjaf231.1466","P1285","Poster","Risk of lymphoma associated with biologics and immunosuppressants in Inflammatory Bowel Diseases patients: a nationwide nested case-control study","4","2923","Thiopurines and anti-TNF increase the risk of lymphoma in patients with IBD. Data on newer drugs (vedolizumab, ustekinumab, and 
JAK inhibitors) remain limited due to insufficient sample sizes. Therefore, we aimed to assess the risk of lymphoma associated with biologics and 
immunosuppressants in patients with IBD.","This nationwide population-based study confirms an increased lymphoma risk associated with thiopurines and anti-TNF, with evidence 
of dose, subtype-specific effects, and persistence after exposure. No lymphoma risk was observed with vedolizumab, ustekinumab, and JAK inhibitors.","true","Abstract"
"jjaf231.1467","P1286","Poster","Environmental antimony exposure drives IBD onset: Integrating population-based metallomics and in silico toxicological approaches","9","2925","Environmental contaminants are significant risk factors driving the development of inflammatory bowel disease (IBD). Heavy metals, 
as widely distributed environmental pollutants, contribute to the general population’s exposure. Although previous studies have revealed correlations 
between specific heavy metals (e.g., cadmium, lead) and the IBD risk, there is still a substantial gap in understanding the intestinal toxicity of other 
heavy metals and their impact on IBD onset[1, 2].","By integrating cross-sectional population studies, metallomics, and in silico toxicology analysis, this study identifies the previously over­
looked role of Sb exposure in IBD pathogenesis and its potential mechanisms. This finding provides novel insights into environmental risk factors for 
IBD and highlights potential therapeutic targets for its prevention and treatment strategies.","false","Abstract"
"jjaf231.1468","P1287","Poster","Limited agreement between sCDAI and PGA disease activity scores in ileal vs colonic Crohn’s disease: retrospective analysis of the SPARC IBD longitudinal cohort","9","2926","In Crohn’s disease (CD), disease location (ileal vs colonic disease) influences clinical presentation, disease course, and therapeutic 
response.1,2 The short Crohn’s Disease Activity Index (sCDAI)—comprising abdominal pain, diarrhoea frequency, and general well-being—is a widely 
used patient-reported measure of disease status. However, its weak correlation with objective measures of inflammation3 raises the question of whether 
it is influenced by disease location. The Physician global assessm","sCDAI and PGA scores showed limited agreement, with lowest concordance in ileal CD. A numerically higher proportion of patients 
met sCDAI remission than PGA quiescence, reflecting the incorporation of additional metrics into the PGA, such as imaging and endoscopy. The 
higher rate of stricturing disease, surgeries and sCDAI-based relapse in ileal vs colonic CD may partly account for the reduced sCDAI/PGA agreement 
in ileal CD. These findings support the integration of complementary measures al","true","Abstract"
"jjaf231.1469","P1288","Poster","Association between short-chain perfluoroalkyl substances and Crohn’s disease: exposure and mechanism analysis","3","2928","Crohn’s disease (CD), a major type of inflammatory bowel disease (IBD), is a chronic relapsing inflammatory disorder of the gastroin­
testinal tract. Emerging evidence suggests that exposure to environmental pollutants such as per- and polyfluoroalkyl substances (PFASs) contributes 
to IBD pathogenesis. However, the relationship between PFAS, particularly short-chain PFAS, and CD remains poorly defined. This case-control study 
aimed to investigate the association between serum PFAS concentratio","This study demonstrates a significant positive association between short-chain PFAS exposure, especially PFBS, and CD risk. The cor­
relation between PFBS and CRP supports a potential pro-inflammatory pathway underlying PFBS-related disease susceptibility. These findings 
underscore the emerging health risks of short-chain PFAS and highlight the need for validation through larger prospective studies.","false","Abstract"
"jjaf231.1470","P1289","Poster","Extraintestinal Manifestations in Inflammatory Bowel Disease: Epidemiology, Phenotypes, and Prognosis from a Multicohort Analysis of Eastern and Western Populations","7","2929","Although extraintestinal manifestations (EIMs) are common in patients with inflammatory bowel disease (IBD), data on the natural 
history of EIMs in IBD remains limited. Most existing evidence derives from small-sample, single-center studies lacking regional representativeness, 
particularly data from Asia, and longitudinal follow-up.","This multicohort study delineates the EIM landscape in Eastern and Western IBD patients, providing region-specific EIM spectra and 
novel data for diverse populations, particularly China. Latent class analysis highlights the need for tailored management of distinct EIM phenotypes, 
with multi-organ EIM screening recommended for patients with mucosal manifestations.","true","Abstract"
"jjaf231.1471","P1290","Poster","Prevalence and Risk Factors for Extraintestinal Manifestations in Moroccan Inflammatory Bowel Disease Patients","7","2932","Extraintestinal manifestations (EIMs) significantly affect prognosis and quality of life in patients with inflammatory bowel disease (IBD). 
There are no large-scale data from Morocco describing their prevalence and associated risk factors.","In this large Moroccan IBD cohort, approximately 1 in 7 patients presented with an EIM, with higher risk in Crohn’s disease and in 
older individuals. Disease duration showed a slight, non-significant inverse trend with EIM occurrence. These findings highlight the importance of 
systematic screening for EIMs, particularly in Crohn’s disease.","false","Abstract"
"jjaf231.1472","P1291","Poster","Risk of Avoidant/Restrictive Food Intake Disorders in patients with Inflammatory Bowel Disease: a Matched Cross-sectional Case-control Study","11","2933","Individuals with inflammatory bowel disease (IBD) often modify their diet to manage symptoms; however, these behaviours may evolve 
into eating disorders, including avoidant/restrictive food intake disorder (ARFID). We assessed the risk of eating disorders and ARFID in patients 
with IBD compared with healthy controls (HC), explored differences by age at diagnosis, and examined associations with malnutrition and disability.","ARFID risk in IBD is nearly twice that of HC and strongly associated with disease activity, malnutrition, and disability, supporting the 
importance of ARFID screening into routine IBD care","true","Abstract"
"jjaf231.1473","P1292","Poster","Food choices and beliefs in adults with inflammatory bowel disease in Sweden","7","2935","Dietary modification is a common self-management strategy in inflammatory bowel disease (IBD), used by patients to alleviate symptoms 
and prevent disease flares. While diet is increasingly recognised as an important pathogenic factor in IBD, the impact of the disease on patients’ beliefs 
and dietary choices remains poorly characterised. At the same time, concerns persist regarding the potential consequences of restrictive dietary pat­
terns, including nutritional deficiencies and selective eat","Beliefs about food influence dietary choices in patients with IBD, many of whom modify their diet. This tendency appears to be more pro­
nounced among CD patients than UC patients. UC patients are significantly less likely than CD patients to receive dietary advice, revealing a gap in care.","false","Abstract"
"jjaf231.1474","P1293","Poster","Rapid Urbanisation and IBD Prevalence in Rural India: Insights from a Satellite Based Deep Learning Index","12","2936","Urbanisation has been associated with IBD, but the transition in most regions is too gradual. In rapidly industrialising settings like India, 
this transition is compressed into a single decade, creating an opportunity to quantify how fast environmental change affects disease risk. Traditional 
methods to assess urbanization struggle due to cost and lack of longitudinal granularity. We conducted a large rural IBD prevalence study in Telangana 
state in Southern India, pairing clinical field data","Rapid urbanisation in rural India was strongly associated with higher village-level IBD prevalence, with a 2.5-fold gradient between 
villages with the greatest versus minimal 10-year increase in urbanicity. A deep learning–based satellite Urbanicity Index, validated against DEGURBA, 
provides a low-cost alternative to repeated longitudinal surveys in resource-limited settings","true","Abstract"
"jjaf231.1475","P1294","Poster","Phenotype, Presentation, and Advanced Therapy Sequencing in Perianal Crohn’s Disease: A Preliminary Analysis from the iGONDOMAR MEA (Middle East and Africa) Cohort","9","2938","Data on the characteristics and management of perianal Crohn’s disease (PACD) from the Middle East and Africa (MEA) are scarce. 
The iGONDOMAR study is a global multicenter retrospective study designed to define the goals, needs, and outcomes for this population, with 
established global cohorts. We present a preliminary descriptive analysis of the baseline phenotype and advanced therapy (AT) sequencing from the 
initial MEA cohort.","This preliminary analysis of the iGONDOMAR MEA cohort reveals that PACD in this region frequently presents concurrently with the 
initial CD diagnosis. Treatment patterns show a strong reliance on first-line infliximab with immunomodulation, followed by a high rate of switching 
to non-TNF biologics. These initial findings highlight a significant treatment burden and will be expanded by data from the wider global iGON­
DOMAR consortium. Future analyses will report on key long-term outcomes, incl","false","Abstract"
"jjaf231.1476","P1295","Poster","Depression in Inflammatory Bowel Disease: A Patient Health Questionnaire Based Assessment","6","2940","Inflammatory bowel disease (IBD) is thought to arise from a complex interaction of genetic, environmental and immune factors, with 
the biopsychosocial model further recognising the role of psychological and social factors on disease outcomes. Anxiety and depression are commonly 
reported in patients with IBD and are associated with increased rates of relapse and poor treatment response. This is thought to be via symptom 
perception, treatment adherence and the bidirectional nature of the brain-","The prevalence of depressive symptoms in this cohort of IBD patients attending our PIU was high at 31%. Strikingly, the prevalence of 
depression was much higher in CD than UC but there was no increased prevalence in female patients with IBD as has been reported in other studies. 
Our data suggests that, given the usually limited availability of psychological interventions, it may be appropriate to undertake targeted screening 
within infusion units and treatment strategies which improve fatigue","true","Abstract"
"jjaf231.1477","P1296","Poster","Impact of depression on health- related quality of life in Crohn’s disease patients-are we doing enough? A single tertiary center experience","6","2942","Crohn’s disease (CD) is a chronic inflammatory bowel disease that significantly impacts patient’s health-related quality of life (HRQOL). 
Psychological factors such as anxiety, depression, and alexithymia may exacerbate these effects. This study aims to evaluate: HRQOL and possible 
factors affecting it, prevalence of anxiety, depression and alexytimia in patients with CD.","Prevalence of depression, anxiety and alexithymia in CD patients is high, even if disease is in remission. Remission of disease and a high 
depression score are the main factors related to HRQOL.","false","Abstract"
"jjaf231.1478","P1297","Poster","Prevalence and epidemiological features of adult upper gastrointestinal Crohn’s disease over the last 30 years: A scoping review","12","2943","Crohn’s disease (CD) is an inflammatory bowel disease (IBD) that can affect any part of the gastrointestinal tract. Although upper gastro­
intestinal (UGI) manifestations are better recognized in pediatrics, their frequency and clinical relevance in adults have historically been underestimated. 
Challenges include selective use of endoscopy, misattribution of UGI lesions to other conditions, and inconsistent application of classification systems. 
These limitations have led to highly variable pr","Adult UGI-CD is more common than previously recognized, with a median prevalence of 9.1% (IQR 4.5–14.7%), but estimates remain 
highly variable due to inconsistent definitions and heterogeneous detection methods. To move the field forward, studies must adopt standardized, 
site-specific adult definitions and systematic diagnostic protocols, including clear guidance on when to perform endoscopy with biopsy, to generate 
accurate prevalence estimates and enable valid cross-study comparisons.","false","Abstract"
"jjaf231.1479","P1298","Poster","Patient-reported lower urinary tract symptoms in Inflammatory Bowel Disease versus controls: results from the plutino study","11","2945","Patients with Inflammatory Bowel Disease (IBD), i.e. Ulcerative colitis (UC) and Crohn’s Disease (CD), may suffer from genito-urinary 
tract-related disturbances. Whether lower urinary tract symptoms (LUTS) are more frequent in IBD patients is unclear.
Objectives: 1) to assess the prevalence of LUTS in patients with IBD compared to controls (HC); 2) to define the role of clinical-demographic variables 
in this clinical setting.","1) Prevalence of LUTS is higher in IBD patients than in controls with no differences between CD and UC; 2) IPSS moderate to severe 
total scores are more frequent in IBD patients than in controls; 3) Male IBD patients have significantly higher incomplete emptying and frequency 
IPSS subscores than controls; 4) IBD patients should be assessed for LUTS through validated questionnaires for prompt diagnosis and treatment.","false","Abstract"
"jjaf231.1480","P1299","Poster","Global Trends in Inflammatory Bowel Disease Burden (1990–2021) Reveal Socioeconomic and Sex–Specific Disparities","10","2947","Inflammatory Bowel Disease (IBD) exhibits significant regional and population-specific epidemiological trends, yet variations across 
Socio-Demographic Index (SDI) levels remain underexplored. This study aims to analyze the global, regional, and national burden of IBD from 1990 
to 2021 using Global Burden of Disease (GBD) 2021 data, focusing on SDI-based disparities to inform health policies and strategies.","This study highlights the significant influence of socioeconomic factors on the epidemiology of IBD. Future public health strategies should 
prioritize reducing health disparities across socio-economic levels and between sexes. By optimizing resource allocation and implementing targeted 
interventions, we can enhance health outcomes and improve the quality of life for all patients.","false","Abstract"
"jjaf231.1481","P1300","Poster","Transition of Pediatric-Onset Inflammatory Bowel Disease to Adult Care: A Multicenter Italian Cohort Study","11","2948","Our results provide new insights into the clinical and epidemiological profile of pediatric IBD in Italy. These findings underscore the 
importance of early diagnosis and coordinated pediatric–adult transition pathways to optimize long-term outcomes.","Our results provide new insights into the clinical and epidemiological profile of pediatric IBD in Italy. These findings underscore the 
importance of early diagnosis and coordinated pediatric–adult transition pathways to optimize long-term outcomes.","false","Abstract"
"jjaf231.1482","P1301","Poster","Time-trend and forecasting of the economic impact of inflammatory bowel disease in catalonia: a population-based analysis","10","2950","Few studies have assessed the distribution and temporal trends of healthcare expenditures related to inflammatory bowel disease (IBD). 
We analysed expenditure trends for IBD patients in Catalonia from 2011 to 2024, identified key cost drivers, and forecasted future costs through 2034.","Both overall and per-patient IBD-related healthcare expenditures in Catalonia markedly increased from 2011 to 2024 driven mainly by 
pharmacological costs (even with the predominant use of biosimilars. These findings may be of help for designing future healthcare policies.","false","Abstract"
